Textkey,-,string,string,string,string,string,string,string,string,string,string,string,string,_
LEARN_MAP,Sandbox options,Map,Mapa,NOT_TRANSLATED,Карта,Karte,Carte,地图,地図,Mapa,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_BATTLEFIELD,Sandbox options,Battlefield,Campo de batalla,NOT_TRANSLATED,Поле боя,Schlachtfeld,Champ de bataille,战场,戦場,Campo de batalha,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_BATTLE,Sandbox options,Battle,Batalla,NOT_TRANSLATED,Битва,Schlacht,Bataille,会战,戦闘,Batalha,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_REGION,Sandbox options,Region map,Mapa de región,NOT_TRANSLATED,Карта региона,Karte der Region,Carte de région,区域地图,地域地図,Mapa da região,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_MISSION,Sandbox options,Mission,Misión,NOT_TRANSLATED,Миссия,Mission,Mission,任务,ミッション,Missão,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_CAMPAIGN,Sandbox options,Campaign,Campaña,NOT_TRANSLATED,Кампания,Kampagne,Campagne,战役,キャンペーン,Campanha,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_CONTAINS,Sandbox options,Contains,Contiene,NOT_TRANSLATED,Содержимое,Inhalt,Contenu,包含,内容,Contém,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_WHAT_MISSION,Sandbox options,A mission contains a map to create your city and a map of the region where it's located. Missions can be played in campaign mode and also as sandbox games. Region maps can contain several battles.,Una misión contiene un mapa para crear tu ciudad y un mapa de la región donde se ubica. Las misiones pueden ser jugadas en modo campaña y también como partidas sandbox. Los mapas de la región pueden contener varias batallas a su vez.,NOT_TRANSLATED,Миссия содержит карту для постройки города и карту окружающего региона. Миссии можно играть в режиме кампании или песочницы. Карты региона могут включать несколько битв.,"Eine Mission enthält eine Karte, auf der du deine Stadt erstellen kannst, und eine Karte der Region, in der sie sich befindet. Missionen können sowohl im Kampagnenmodus als auch als Sandbox-Modus gespielt werden. Regionalkarten können mehrere Schlachten enthalten.",Une mission contient une carte pour créer votre ville et une carte de la région où elle se situe. Les missions peuvent être jouées en mode Campagne mais également en mode Bac à sable. Les cartes de région peuvent contenir plusieurs batailles.,任务包含用于创建城市的地图和其所在区域的地图。战役和沙盒模式中均可以创建任务。区域地图可包含多场会战。,ミッションには、あなたの都市を作成するための地図と、その都市が位置する地域の地図が含まれています。ミッションはキャンペーンモードでプレイできるほか、サンドボックスゲームとしてもプレイできます。地域地図には複数の戦闘が含まれている場合があります。,Uma missão contém um mapa para criar sua cidade e um mapa da região onde está localizada. As missões podem ser jogadas no modo campanha e também como jogos sandbox. Os mapas da região podem conter várias batalhas.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_WHAT_CAMPAIGN,Sandbox options,A campaign is a collection of missions.,Una campaña es una colección de misiones.,NOT_TRANSLATED,Кампания — это набор миссий.,Eine Kampagne ist eine Sammlung von Missionen.,Une campagne est un ensemble de missions.,战役包含了一系列任务。,キャンペーンはミッションの集まりです。,Uma campanha é uma coleção de missões.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_WHAT_BATTLE,Sandbox options,A battle contains a battlefield and a collection of enemy soldiers arranged in a specific formation.,Una batalla contiene un campo de batalla y una colección de soldados enemigos dispuestos en una formación concreta.,NOT_TRANSLATED,"Битва содержит поле боя и набор вражеских солдат, занимающих определённое построение.","Eine Schlacht besteht aus einem Schlachtfeld und einer Ansammlung von feindlichen Soldaten, die in einer bestimmten Formation angeordnet sind.",Une bataille se compose d'un champ de bataille et d'un ensemble de soldats ennemis disposés selon une formation spécifique.,会战包含一处战场和一组敌军士兵，按照特定阵型排列。,戦闘には戦場と、特定の陣形に配置された敵兵の集まりが含まれます。,Uma batalha contém um campo de batalha e uma coleção de soldados inimigos dispostos em uma formação específica.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_UPLOADER,Sandbox options,"The uploader allows you to publish campaigns, sandbox missions, or standalone battles so they can be downloaded and played by other users.","El uploader te permite publicar campañas, misiones para el modo sandbox o batallas independientes para que puedan ser descargadas y jugadas por otros usuarios.",NOT_TRANSLATED,"Загрузчик позволяет вам публиковать кампании, миссии песочницы и отдельные битвы для скачивания и игры другими пользователями.",Der Uploader unterstützt die Veröffentlichung von Kampagnen.,"Le chargeur vous permet de publier des campagnes, des missions de type Bac à sable ou des batailles autonomes que d'autres utilisateurs peuvent télécharger et jouer.",在上传创作内容界面，您可以上传战役、沙盒任务或单一会战，其他玩家可下载游玩。,アップロード機能により、キャンペーン、サンドボックスミッション、または単独の戦闘を公開し、他のユーザーがダウンロードしてプレイできるようにすることができます。,"O uploader permite que você publique campanhas, missões sandbox ou batalhas independentes para que possam ser baixadas e jogadas por outros usuários.",NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LEARN_STEAMWORKS,Sandbox options,Steamworks,Steamworks,NOT_TRANSLATED,Steamworks,Steamworks,Steamworks,Steamworks,Steamworks,Steamworks,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ERROR_LOADING,,There are some missing files required by this saved game that can't be loaded,Faltan algunos archivos necesarios para esta partida salvada que no se pueden cargar,NOT_TRANSLATED,"Для этого сохранения требуются отсутствующие файлы, которые нельзя загрузить","Das Spiel benötigt einige fehlende Dateien, die nicht geladen werden können",Des fichiers requis par cette sauvegarde sont manquants et ne peuvent pas être chargés.,该存档缺少部分必要文件，无法加载,このセーブデータに必要な一部のファイルが不足しており、ロードできません。,Faltam alguns arquivos necessários para este jogo salvo que não podem ser carregados,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ERROR_LOADING_TITLE,,Loading error,Error de carga,NOT_TRANSLATED,Ошибка загрузки,Fehler beim Laden,Chargement de l'erreur,加载错误,ロードエラー,Erro ao carregar,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
DOWNLOADING_PROCESS,,Downloading...,Descargando...,NOT_TRANSLATED,Загружается...,Herunterladen …,Téléchargement,正在下载……,ダウンロード中...,Baixando...,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
BUILDING_CANT_REBUILD_NOW,,The building can't be rebuilt at this time,El edificio no se puede reconstruir en este momento,NOT_TRANSLATED,Сейчас это здание нельзя восстановить,Das Gebäude kann derzeit nicht wieder aufgebaut werden.,Le bâtiment ne peut pas être reconstruit pour l'instant.,当前无法重建该建筑,現時点では、この建物を再建することはできません,O edifício não pode ser reconstruído neste momento,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
IN_TRANSIT,refers to resources being transported between buildings,{0} in transit,{0} en transito,NOT_TRANSLATED,{0} в пути,{0} in Transit,{0} en transit,{0} 运送中,{0} 輸送中,{0} em trânsito,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,yes
WSDOWNLOADER_TITLE,,Item Browser,Buscar contenido,NOT_TRANSLATED,Просмотр элементов,Gegenstand-Browser,Navigateur d'articles,创意工坊,アイテムブラウザ,Navegador de Itens,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_YOUR_SUBSCRIPTIONS,,Your Subscriptions,Tus suscripciones,NOT_TRANSLATED,Ваши подписки,Deine Abonnements,Vos abonnements,您的订阅,あなたのサブスクリプション,Suas Inscrições,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SORT_POPULARITY,,Sort by popularity,Ordenar por popularidad,NOT_TRANSLATED,По популярности,Nach Beliebtheit sortieren,Trier par popularité,按人气排序,人気順に並べる,Ordenar por popularidade,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SEARCH,,Search,Buscar,NOT_TRANSLATED,Найти,Suche,Rechercher,搜索,検索,Pesquisar,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_RATING,,Rating: ,Valoración: ,NOT_TRANSLATED,Рейтинг:,Bewertung:,Note :,评分：,評価:,Classificação:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_RESULTS,,Results,Resultados,NOT_TRANSLATED,Результаты,Ergebnisse,Résultats,结果,結果,Resultados,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAGGED_WITH,,Show items tagged with all of the selected terms:,Mostrar los artículos etiquetados con todos los términos seleccionados:,NOT_TRANSLATED,Показать элементы с тегами:,"Gegenstände anzeigen, die mit allen ausgewählten Begriffen gekennzeichnet sind:",Afficher les articles correspondant avec tous les termes choisis :,显示包含选定标签的作品：,選択したすべての用語でタグ付けされたアイテムを表示します:,Mostrar itens marcados com todos os termos selecionados:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_DESCRIPTION,,Description:,Descripción:,NOT_TRANSLATED,Описание:,Beschreibung:,Description :,描述：,説明:,Descrição:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SUBSCRIBE,,Subscribe,Suscribirse,NOT_TRANSLATED,Подписаться,Abonnieren,S'abonner,订阅,サブスクリプションする,Inscrever-se,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SIZE,,Size: ,Tamaño: ,NOT_TRANSLATED,Размер:,Größe:,Taille :,大小：,サイズ:,Tamanho:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAGS,,Tags: ,Etiquetas: ,NOT_TRANSLATED,Теги: ,Tags: ,Tags : ,标签：,タグ: ,Tags: ,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SUBSCRIBED,,Subscribed,Suscrito,NOT_TRANSLATED,Подписка,Abonniert,Abonné(e),已订阅,サブスクリプション済み,Inscrito,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_ALL_CONTENT,,All content,Todo el contenido,NOT_TRANSLATED,Весь контент,Alle Inhalte,Tout le contenu,所有内容,すべてのコンテンツ,Todo o conteúdo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SORT_DATE,,Sort by date,Ordenar por fecha,NOT_TRANSLATED,По дате,Nach Datum sortieren,Trier par date,按日期排序,日付順に並べる,Ordenar por data,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_ERROR,,Error,Error,NOT_TRANSLATED,Ошибка,Fehler,Erreur,错误,エラー,Erro,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_NOT_VOTED,,Could not emit your vote.,No se pudo emitir su voto.,NOT_TRANSLATED,Не удалось отправить оценку.,Deine Stimme konnte nicht abgegeben werden.,Votre vote n'a pas pu être soumis.,无法提交投票。,あなたの票を投じることができませんでした。,Não foi possível registrar seu voto.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_NOTHING_SHOW,,Nothing to show,Nada que mostrar,NOT_TRANSLATED,Нет результатов,Hier gibt es nichts zu sehen,Rien à afficher,无可用内容,表示するものはありません,Nada a mostrar,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_SHOWING_ENTRIES,,Showing {0} of {1} entries,Mostrando {0} de {1} entradas,NOT_TRANSLATED,Показаны записи {0} из {1},Zeigt {0} von {1} Einträgen,{0} des {1} entrées affichées,显示 {0}/{1} 条,{1} 件中 {0} を表示中,Mostrando {0} de {1} entradas,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_PAGE,,Page {0} of {1},Página {0} de {1},NOT_TRANSLATED,Страница {0} из {1},Seite {0} von {1},Page {0} sur {1},第 {0}/{1} 页,{1} ページ中 {0},Página {0} de {1},NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_DOWNLOADING,,Downloading:,Descargando:,NOT_TRANSLATED,Загружается:,Wird heruntergeladen:,Téléchargement :,下载中：,ダウンロード中:,Baixando:,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_DOWNLOAD_PENDING,,Download pending,Descarga pendiente,NOT_TRANSLATED,Ожидание загрузки,Download anstehend,Téléchargement en attente,待下载,ダウンロード保留中,Download pendente,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_INSTALLED,,Installed,Instalado,NOT_TRANSLATED,Установлено,Installiert,Installé,已安装,インストール済み,Instalado,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_POSTED,,Posted: ,Publicado: ,NOT_TRANSLATED,Размещено: ,Gepostet: ,Publié : ,发布于：,投稿済み:,Postado: ,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_ITEM_EMPTY,,Select an item to see its details.,Selecciona un elemento para ver sus detalles.,NOT_TRANSLATED,"Выберите элемент, чтобы увидеть подробности.","Wähle einen Gegenstand aus, um seine Details zu sehen.",Sélectionnez un article pour consulter ses détails.,选择一项查看详情。,アイテムを選択すると、その詳細が確認できます。,Selecione um item para ver seus detalhes.,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAG_PEACEFUL,,Peaceful,Pacifista,NOT_TRANSLATED,Мирное,Friedlich,Paisible,和平,平和的,Pacífico,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAG_WAR,,War,Guerra,NOT_TRANSLATED,Военное,Krieg,Guerre,战争,戦争,Guerra,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAG_HISTORIC,,Historic,Histórico,NOT_TRANSLATED,Историческое,Historisch,Historique,历史,歴史的,Histórico,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAG_FANTASY,,Fictional,Ficticio,NOT_TRANSLATED,Выдуманное,Fiktiv,Fictif,虚构,フィクション,Fictício,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
WSDOWNLOADER_TAG_CHALLENGING,,Challenging,Desafiante,NOT_TRANSLATED,Сложное,Herausfordernd,Difficile,有挑战性,挑戦的,Desafiador,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
